locationid,Applicant,FacilityType,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,Location,Zip Codes
1524388,Flavors of Africa,Truck,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),555 MISSION ST,3721120,3721,120,21MFF-00068,APPROVED,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.,"(37.78844615690132, -122.3986412420388)",28855
1524389,Flavors of Africa,Truck,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,95,21MFF-00068,APPROVED,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.,"(37.78886471534304, -122.39935935136297)",28855
1524387,Flavors of Africa,Truck,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),405 HOWARD ST,3737030,3737,30,21MFF-00068,APPROVED,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.,"(37.788530010632506, -122.39514429387364)",28855
1408986,MOMO INNOVATION LLC,Truck,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),555 MISSION ST,3721120,3721,120,19MFF-00131,APPROVED,Noodles,"(37.78844615690132, -122.3986412420388)",28855
1514023,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,MISSION ST: 10TH ST to 11TH ST (1400 - 1499),1455 MARKET ST,3507040,3507,40,21MFF-00034,APPROVED,Tacos: burritos: soda & juice,"(37.77522830783405, -122.41746613186956)",28853
1515719,Treats by the Bay LLC,Truck,04TH ST: NELSON RISING LN to GENE FRIEND WAY (1500 - 1599),1550 04TH ST,8711007,8711,7,21MFF-00050,REQUESTED,Prepackaged Kettle Corn,"(37.769124412168054, -122.39147491124585)",310
1515985,Senor Sisig,Truck,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,21MFF-00060,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,"(37.799260113502285, -122.39961794865545)",28860
1490247,Datam SF LLC dba Anzu To You,Truck,TAYLOR ST: BAY ST to NORTH POINT ST (2500 - 2599),2535 TAYLOR ST,29007,29,7,20MFF-00005,APPROVED,Asian Fusion - Japanese Sandwiches/Sliders/Misubi,"(37.805885350100986, -122.41594524663745)",308
1509797,Izzy's Cheesesteaks,Truck,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),50 CALIFORNIA ST,235022,235,22,21MFF-00014,REQUESTED,Cheesesteaks: French Fries: and Drinks,"(37.79405318373291, -122.39734769332577)",28860
1515982,Senor Sisig,Truck,ELLIS ST: POWELL ST to CYRIL MAGNIN ST (100 - 148),120 ELLIS ST,326005,326,5,21MFF-00057,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,"(37.78561008636915, -122.40815476434545)",28852
1408991,MOMO INNOVATION LLC,Truck,BUSH ST: BATTERY ST to SANSOME ST (100 - 199),1 BUSH ST,290011,290,11,19MFF-00131,APPROVED,Noodles,"(37.79092150726921, -122.4001004237385)",28854
1515119,Tacos El Flaco,Truck,03RD ST: 25TH ST to 26TH ST (2901 - 2999) -- EAST --,2901 03RD ST,4296010,4296,10,21MFF-00041,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Chips & Salsa & Various Beverages,"(37.75240499247832, -122.38700019629786)",28856
1488685,El Alambre,Truck,SHOTWELL ST: 14TH ST to 15TH ST (1 - 99),1800 FOLSOM ST,3549083,3549,83,20MFF-00015,APPROVED,Tacos: Burritos: Quesadillas: Tortas,"(37.76785244271805, -122.41610489253189)",28853
1471042,California Kahve,Truck,LA PLAYA: LINCOLN WAY \ MARTIN LUTHER KING JR DR to IRVING ST (1200 - 1299),1234 GREAT HWY,1701006,1701,6,20MFF-00009,APPROVED,Drip Coffee: Espresso Drinks: Matcha Green Tea: Black Teas: Herbal Teas: Crossaints: Savory and Sweet Breads,"(37.76360804110198, -122.50959579624613)",56
1515984,Senor Sisig,Truck,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,140007,140,7,21MFF-00059,APPROVED,Various menu items & drinks,"(37.799260113502285, -122.39961794865545)",28860
1471079,Treats by the Bay LLC,Truck,MARKET ST: DOLORES ST to 14TH ST (2001 - 2085) -- SOUTH --,2029 MARKET ST,3535016,3535,16,20MFF-00006,APPROVED,Donuts: Soft Serve Ice Cream: Coffee: Sandwiches: Drinks,"(37.76831005955339, -122.4274165153556)",28862
1515980,Senor Sisig,Truck,MISSION ST: 05TH ST to MINT ST (900 - 930),901 MISSION ST,3725093,3725,93,21MFF-00056,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,"(37.78215364099855, -122.40660110683912)",28853
1514021,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,25TH ST: ALABAMA ST to HARRISON ST (3042 - 3099),3065 25TH ST,4271038,4271,38,21MFF-00034,APPROVED,Tacos: burritos: soda & juice,"(37.7509316476402, -122.4114199662057)",28859
1515986,Senor Sisig,Truck,10TH ST: FELL ST \ MARKET ST \ POLK ST to END (1 - 18),8 10TH ST,3507041,3507,41,21MFF-00060,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,"(37.7758255197583, -122.41724962664345)",28853
1515717,Treats by the Bay LLC,Push Cart,MARKET ST: STEUART ST to SPEAR ST (1 - 99) -- SOUTH --,1 MARKET ST,3713006,3713,6,21MFF-00048,APPROVED,Ice Cream: Donuts,"(37.793871507150634, -122.39486523862108)",28855
1515983,Senor Sisig,Truck,PINE ST: SANSOME ST to CENTURY PL (300 - 340),300 PINE ST,260005,260,5,21MFF-00058,APPROVED,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,"(0.0, 0.0)",
1472650,"BOWL'D ACAI, LLC.",Truck,BUCHANAN ST: NORTH POINT ST to BEACH ST \ LOWER FORT MASON ST \ MARINA BLVD (3700 - 3799),15 MARINA BLVD,446002,446,2,20MFF-00008,APPROVED,Acai Bowls: Poke Bowls: Smoothies: Juices,"(37.80457786909011, -122.43301077434302)",57
1488716,El Alambre,Truck,14TH ST: FOLSOM ST to SHOTWELL ST (100 - 150),1800 FOLSOM ST,3549083,3549,83,20MFF-00015,APPROVED,Tacos: Burritos: Quesadillas: Tortas,"(37.76785244271805, -122.41610489253189)",28853
1488825,San Francisco's Hometown Creamery,Truck,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),281 GEARY ST,314013,314,13,20MFF-00013,APPROVED,Ice Cream & Waffle Cones,"(37.787136491086116, -122.4077185090006)",28852
1515981,Senor Sisig,Truck,02ND ST: MISSION ST to MINNA ST (100 - 130),120 02ND ST,3722002,3722,2,21MFF-00057,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,"(37.787514060738104, -122.39956633142907)",28855
1515979,Senor Sisig,Truck,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),101 CALIFORNIA ST,263011,263,11,21MFF-00056,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,"(37.792948952834664, -122.39809861316652)",28860
1515720,Treats by the Bay LLC,Truck,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 MONTGOMERY ST,292002,292,2,21MFF-00051,APPROVED,Sandwich: Donuts: Coffee: Soft Serve Ice Cream: Drinks,"(37.78924953407508, -122.40241859729358)",28854
1515718,Treats by the Bay LLC,Truck,ELLIS ST: POWELL ST to CYRIL MAGNIN ST (100 - 148),120 ELLIS ST,326005,326,5,21MFF-00049,APPROVED,Prepackaged Kettlecorn,"(37.78561008636915, -122.40815476434545)",28852
1514020,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,4352007,4352,7,21MFF-00033,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Sodas: Chips: Candy,"(37.74925585952909, -122.39097537957679)",58
1514022,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,FOLSOM ST: 11TH ST to NORFOLK ST (1500 - 1548),1501 FOLSOM ST,3521058,3521,58,21MFF-00034,APPROVED,Tacos: burritos: soda & juice,"(37.771586702670334, -122.41400704302406)",28853
1510517,The Geez Freeze,Truck,18TH ST: DOLORES ST to CHURCH ST (3700 - 3799),Assessors Block /Lot,,,,21MFF-00015,REQUESTED,Snow Cones: Soft Serve Ice Cream & Frozen Virgin Daiquiris,"(0.0, 0.0)",
1343831,Got Snacks,Push Cart,03RD ST: END to CHANNEL ST (1000 - 1099),1020 03RD ST,8714002,8714,2,19MFF-00112,REQUESTED,sunflower seeds: crackerjacks: bottled water: peanuts: candy,"(37.77551013804947, -122.39099930600248)",310
1501893,Fillmore Square,Truck,EDDY ST: WEBSTER ST to FILLMORE ST (1400 - 1499),1290 FILLMORE ST,749019,749,19,20MFF-00014,APPROVED,Breakfast and lunch items with a nod to various cultures,"(37.78127594842663, -122.43184035948617)",29490
1501892,Fillmore Square,Truck,FILLMORE ST: TURK ST to EDDY ST (1200 - 1299),1245 FILLMORE ST,750019,750,19,20MFF-00014,APPROVED,Breakfast and lunch items with a nod to various cultures,"(37.78085752242169, -122.43305677044793)",29490
1501891,Fillmore Square,Truck,FILLMORE ST: TURK ST to EDDY ST (1200 - 1299),1290 FILLMORE ST,749019,749,19,20MFF-00014,APPROVED,Breakfast and lunch items with a nod to various cultures,"(37.78127594842663, -122.43184035948617)",29490
1501896,Fillmore Square,Truck,WEBSTER ST: EDDY ST to ELLIS ST (1201 - 1299) -- WEST --,1223 WEBSTER ST,732001,732,1,20MFF-00014,APPROVED,Breakfast and lunch items with a nod to various cultures,"(37.782391510187836, -122.43111456170246)",29490
1522421,"Halal Cart, LLC",Push Cart,MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (401 - 499) -- SOUTH --,455 MARKET ST,3709012,3709,12,21MFF-00066,APPROVED,Gyros: Kebabs: soft drinks: and water,"(37.79094704192342, -122.39863358940373)",28855
1516947,Eva's Catering,Truck,20TH AVE: LAWTON ST to MORAGA ST (1600 - 1699),1650 20TH AVE,3602 103,3602,103,21MFF-00062,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,"(37.75798419052856, -122.43346578040662)",28862
1529942,Rita's Catering,Truck,MISSION ST: 06TH ST to 07TH ST (1000 - 1099),1028 MISSION ST,3703033,3703,33,21MFF-00071,APPROVED,Filipino Food,"(37.78069437740818, -122.40966881321906)",28853
1529951,Bonito Poke,Truck,ILLINOIS ST: 16TH ST to MARIPOSA ST \ TERRY A FRANCOIS BLVD (400 - 599),409 ILLINOIS ST,3940003,3940,3,21MFF-00072,APPROVED,Bonito Poke Bowls & Various Drinks,"(37.76624504710292, -122.38735628651092)",310
1529950,Bonito Poke,Truck,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,8,21MFF-00072,APPROVED,Bonito Poke Bowls & Various Drinks,"(37.78911920766765, -122.39588103933524)",28855
1511641,Lerso,Truck,MISSION ST: 10TH ST to 11TH ST (1400 - 1499),1450 MISSION ST,3507040,3507,40,21MFF-00016,REQUESTED,Pernil Asado: Ropa Vieja: Arroz con Pollo: Cuban Sandwich: Croquetas Fritas: Tostones: Platanos Maduros: Yuca Frita,"(37.77522830783405, -122.41746613186956)",28853
1529949,Bonito Poke,Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,239029,239,29,21MFF-00072,APPROVED,Bonito Poke Bowls & Various Drinks,"(37.793262206923096, -122.4017890913628)",28854
1529948,Bonito Poke,Truck,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,21MFF-00072,APPROVED,Bonito Poke Bowls & Various Drinks,"(37.78798864899528, -122.39610066847152)",28855
1534033,"Off the Grid Services, LLC",,MINNA ST: SHAW ALY to 02ND ST (44 - 99),65 MINNA ST,3721124,3721,124,21MFF-00073,REQUESTED,N/A,"(37.7879095795372, -122.39836076940526)",28855
1534180,Street Meet,Truck,MINNESOTA ST: 04TH ST \ MARIPOSA ST to 18TH ST (500 - 599),777 MARIPOSA ST,3997004,3997,4,21MFF-00075,APPROVED,Tacos: burritos: quesadillas: tortas: asada fries: nachos,"(37.76381127729062, -122.3912653505994)",28856
1534179,Street Meet,Truck,LARKIN ST: GROVE ST to FULTON ST (100 - 199),100 LARKIN ST,354001,354,1,21MFF-00074,APPROVED,Burritos: Tacos: Quesadillas: Tortas: Carne Asada Fries and various drinks,"(37.779159119969, -122.4158078824267)",28852
1522419,"Halal Cart, LLC",Push Cart,MARKET ST: STEUART ST to SPEAR ST (1 - 99) -- SOUTH --,1 MARKET ST,3713006,3713,6,21MFF-00065,APPROVED,kebabs: halal gyro: grilled halal meat: refreshments,"(37.793871507150634, -122.39486523862108)",28855
1516944,Eva's Catering,Truck,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1100 ORTEGA ST,2055019,2055,19,21MFF-00062,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,"(37.752660520412284, -122.47547353178139)",56
1522420,"Halal Cart, LLC",Push Cart,MONTGOMERY ST: CALIFORNIA ST to SACRAMENTO ST (400 - 499),400 MONTGOMERY ST,239009,239,9,21MFF-00065,APPROVED,kebabs: halal gyro: grilled halal meat: refreshments,"(37.79314862698347, -122.4025671755779)",28854
1516945,Eva's Catering,Truck,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1900 19TH AVE,2116028,2116,28,21MFF-00062,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,"(37.75212416311866, -122.47587232222202)",29491
1516943,Eva's Catering,Truck,INGALLS ST: CARROLL AVE to DONNER AVE (2600 - 2699),2600 INGALLS ST,4882001,4882,1,21MFF-00061,APPROVED,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,"(37.722629217598346, -122.39006184632663)",58
1534178,Street Meet,Truck,GROVE ST: 08TH ST \ HYDE ST \ MARKET ST to LARKIN ST (1 - 55),30 GROVE ST,354001,354,1,21MFF-00074,APPROVED,Burritos: Tacos: Quesadillas: Tortas: Carne Asada Fries and various drinks,"(37.779159119969, -122.4158078824267)",28852
1495114,"Off the Grid Services, LLC",Truck,BRANNAN ST: 04TH ST to 05TH ST (500 - 599),525 BRANNAN ST,3786028,3786,28,21MFF-00004,APPROVED,Everything,"(37.77751326467553, -122.3970441344819)",28856
1495092,"Off the Grid Services, LLC",Truck,04TH ST: HOWARD ST to CLEMENTINA ST (200 - 267),250 04TH ST,3733008,3733,8,21MFF-00003,APPROVED,everything except for hot dogs,"(37.78236012101754, -122.40209599456323)",28853
1509784,Think is Good Inc.,Truck,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,95,21MFF-00010,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,"(37.78886471534304, -122.39935935136297)",28855
1509790,Plaza Garibaldy,Truck,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),540 HOWARD ST,3721015,3721,15,21MFF-00013,APPROVED,Tacos: burritos: quesadillas,"(37.78795495968584, -122.39723654373122)",28855
1516950,Eva's Catering,Truck,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,4343002,4343,2,21MFF-00062,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,"(37.747772091607466, -122.39703171897757)",58
1516946,Eva's Catering,Truck,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1199 ORTEGA ST,1404045,1404,45,21MFF-00062,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,"(37.78350912221273, -122.49007120809986)",55
1516949,Eva's Catering,Truck,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),630 BRANNAN ST,3778004,3778,4,21MFF-00062,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,"(37.77609875315735, -122.40028723986815)",28856
1513342,El Alambre,Truck,FRANKLIN ST: MYRTLE ST to GEARY BLVD (1150 - 1199),1188 FRANKLIN ST,714017,714,17,21MFF-00028,APPROVED,Tacos: Burritos: Quesadillas: Nachos Alambres: Choice of Meat: Carne Asada: Carnitas: Pollo: Al Pastor Camarones,"(37.785271949066775, -122.42260358516438)",28858
1495113,"Off the Grid Services, LLC",Truck,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),340 BRANNAN ST,3775015,3775,15,21MFF-00004,APPROVED,Everything,"(37.781264686022816, -122.3932290415377)",28856
1511649,CARDONA'S FOOD TRUCK,Truck,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1888 MISSION ST,3547003,3547,3,21MFF-00017,APPROVED,Tacos: Burritos: Quesadillas: Various Drinks,"(37.766897602559155, -122.42032247306807)",28853
1495086,"Off the Grid Services, LLC",Truck,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,21MFF-00001,APPROVED,everything except for hot dogs,"(37.799260113502285, -122.39961794865545)",28860
1495093,"Off the Grid Services, LLC",Truck,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,21MFF-00003,APPROVED,everything except for hot dogs,"(37.77632714778992, -122.39179682107691)",28856
1495094,"Off the Grid Services, LLC",Truck,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,21MFF-00003,APPROVED,everything except for hot dogs,"(37.799260113502285, -122.39961794865545)",28860
1509782,Think is Good Inc.,Truck,PINE ST: FRONT ST to BATTERY ST (100 - 199),100 PINE ST,262020,262,20,21MFF-00010,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,"(37.79264071673365, -122.39897033211076)",28860
1509783,Think is Good Inc.,Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,239029,239,29,21MFF-00010,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,"(37.793262206923096, -122.4017890913628)",28854
1495090,"Off the Grid Services, LLC",Truck,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,21MFF-00002,APPROVED,everything except for hot dogs,"(37.77632714778992, -122.39179682107691)",28856
1509789,Plaza Garibaldy,Truck,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),475 CALIFORNIA ST,260010,260,10,21MFF-00012,APPROVED,Tacos: burritos: quesadillas,"(37.792346385148, -122.40238532279395)",28854
1509787,El Gallo Jiro,Truck,23RD ST: TREAT AVE to FOLSOM ST (3052 - 3099),3055 23RD ST,3640039,3640,39,21MFF-00011,APPROVED,Burritos: Giros: Tortas: Quesadillas: Tacos & Various Beverages,"(37.753927735726535, -122.41332312961758)",28859
1509791,Plaza Garibaldy,Truck,MONTGOMERY ST: POST ST to SUTTER ST (1 - 99),1 MONTGOMERY ST,292002,292,2,21MFF-00013,APPROVED,Tacos: burritos: quesadillas,"(37.78924953407508, -122.40241859729358)",28854
1511761,"BOWL'D ACAI, LLC.",Truck,LARKIN ST: FULTON ST to MCALLISTER ST (200 - 299),200 LARKIN ST,353001,353,1,21MFF-00019,APPROVED,Acai Bowls: Smoothies: Juices,"(37.78021548028814, -122.41602577015111)",28852
1511760,"BOWL'D ACAI, LLC.",Truck,BATTERY ST: PINE ST to CALIFORNIA ST (100 - 199),111 BATTERY ST,261005,261,5,21MFF-00019,APPROVED,Acai Bowls: Smoothies: Juices,"(37.79236678688307, -122.40014830676716)",28854
1511759,"BOWL'D ACAI, LLC.",Truck,MONTGOMERY ST: CALIFORNIA ST to SACRAMENTO ST (400 - 499),451 MONTGOMERY ST,240001,240,1,21MFF-00018,APPROVED,Acai Bowls: Smoothies: Juices,"(37.79357693326183, -122.40322987670133)",28854
1511648,CARDONA'S FOOD TRUCK,Truck,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1800 MISSION ST,3547001,3547,1,21MFF-00017,APPROVED,Tacos: Burritos: Quesadillas: Various Drinks,"(37.767817181414145, -122.42057533514163)",28853
1513341,El Alambre,Truck,FRANKLIN ST: OFARRELL ST \ STARR KING WAY to MYRTLE ST (1100 - 1149),1100 FRANKLIN ST,714015,714,15,21MFF-00028,APPROVED,Tacos: Burritos: Quesadillas: Nachos Alambres: Choice of Meat: Carne Asada: Carnitas: Pollo: Al Pastor Camarones,"(37.78484602775554, -122.42256813313709)",28858
1516948,Eva's Catering,Truck,05TH ST: WELSH ST to BRANNAN ST (530 - 599),530 05TH ST,3778001B,3778,001B,21MFF-00062,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,"(37.77687638877653, -122.40025957520209)",28856
1513033,"San Francisco Street Foods, Inc.",Push Cart,POST ST: KEARNY ST to ROBERT KIRK LN (100 - 140),100 POST ST,294004,294,4,21MFF-00026,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,"(37.78923328289614, -122.40557905421024)",28857
1513032,"San Francisco Street Foods, Inc.",Push Cart,DRUMM ST: CALIFORNIA ST intersection,5 THE EMBARCADERO,0234 017,234,17,21MFF-00025,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,"(37.794331003246846, -122.39581105302317)",28855
1513030,"San Francisco Street Foods, Inc.",Push Cart,SACRAMENTO ST: FRONT ST to BATTERY ST (300 - 399),1 THE EMBARCADERO,230028,230,28,21MFF-00023,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,"(37.79464383461952, -122.39964429852886)",28860
1513029,"San Francisco Street Foods, Inc.",Push Cart,NEW MONTGOMERY ST: MARKET ST \ MONTGOMERY ST intersection,2 MONTGOMERY ST,291007,291,7,21MFF-00022,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,"(37.78939197610272, -122.4018247471207)",28854
1513031,"San Francisco Street Foods, Inc.",Push Cart,HOWARD ST: 03RD ST to 04TH ST (700 - 799),701 HOWARD ST,3734091,3734,91,21MFF-00024,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,"(37.783513351245354, -122.40081339110537)",28853
1522411,Faith Sandwich,Push Cart,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,95,21MFF-00064,APPROVED,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE,"(37.78886471534304, -122.39935935136297)",28855
1522410,Faith Sandwich,Push Cart,MAIN ST: MARKET ST to MISSION ST (1 - 99),58 MAIN ST,3711005,3711,5,21MFF-00063,APPROVED,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE,"(37.79210933860902, -122.39580386550163)",28855
1515859,Curry Up Now,Truck,SANSOME ST: GOLD ST to PACIFIC AVE (705 - 799),727 SANSOME ST,175003,175,3,21MFF-00055,APPROVED,Indian Street Food: Tikka Masala Burritos; Samosas; Sexy Fries (Indian-inspired poutine); Naughty Naans; Deconstructed Samosas; Kathi Rolls; Lassis and Lemonades,"(37.79694900602121, -122.40218343189426)",308
1513084,Curry Up Now,Truck,,225 BUSH ST,289001,289,1,21MFF-00027,APPROVED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,"(37.79083841945172, -122.40116037029892)",28854
1513083,Curry Up Now,Truck,WASHINGTON ST: DRUMM ST intersection,370 DRUMM ST,201012,201,12,21MFF-00027,APPROVED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,"(37.79691371248354, -122.39665067526364)",28860
1512231,"Chairman SF, LLC",Truck,MISSION ST: ECKER ST to SHAW ALY (521 - 548),536 MISSION ST,3708098,3708,98,21MFF-00020,APPROVED,Baos: bowls & drinks,"(37.78924890841371, -122.39889295934644)",28855
1515860,Curry Up Now,Truck,03RD ST: BRANNAN ST to TOWNSEND ST (600 - 699),601 03RD ST,3788020,3788,20,21MFF-00055,APPROVED,Indian Street Food: Tikka Masala Burritos; Samosas; Sexy Fries (Indian-inspired poutine); Naughty Naans; Deconstructed Samosas; Kathi Rolls; Lassis and Lemonades,"(37.78007717443923, -122.39376729448306)",28856
1535609,Wu Wei LLC dba MoBowl,Truck,FRONT ST: VALLEJO ST to GREEN ST (900 - 999),900 FRONT ST,137001,137,1,21MFF-00076,APPROVED,Various types of meat: veggie: and seafood bowls.,"(37.80022091559222, -122.39956901857713)",28860
1535610,Wu Wei LLC dba MoBowl,Truck,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),500 HOWARD ST,3721011,3721,11,21MFF-00076,APPROVED,Various types of meat: veggie: and seafood bowls.,"(0.0, 0.0)",
1535608,Wu Wei LLC dba MoBowl,Truck,DRUMM ST: CLAY ST to WASHINGTON ST (200 - 299),253 DRUMM ST,203013,203,13,21MFF-00076,APPROVED,Various types of meat: veggie: and seafood bowls.,"(37.79612338025215, -122.39727320433803)",28860
